Año Cuenta Pública,Grupo Funcional,Sector,Ente Fiscalizado,Entidad Federativa,Tipo Auditoría,Número,Título,Universo (miles pesos),Muestra (miles pesos),Ente a quien se dirige la Acción,Tipo Acción,Clave Acción,Acción Superveniente,Texto Acción,Estado de Trámite,Auditorías,Acciones
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,De Cumplimiento a Inversiones Físicas,690,"BRT Corredor Troncal de La Laguna, en el Estado de Coahuila","24,457.00","20,528.50",Gobierno del Estado de Coahuila de Zaragoza,Recomendación,2020-A-05000-22-0690-01-001,-,"Para que el Gobierno del Estado de Coahuila de Zaragoza fortalezca sus mecanismos de operación y control e instruya a sus áreas correspondientes a fin de que, en lo sucesivo, vigilen, revisen, controlen y se aseguren de que las obras que construyan no impliquen riesgos de seguridad para los automovilistas y usuarios de las mismas y adicionalmente realicen las acciones necesarias para evitar accidentes.",En seguimiento,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,Combinada de Cumplimiento y Desempeño,736,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"197,628.20","171,997.30",Gobierno del Estado de Colima,Solicitud de Aclaración,2020-A-06000-21-0736-03-001,-,"Para que el Gobierno del Estado de Colima aclare y proporcione la documentación adicional justificativa y comprobatoria de 9,903,273.74 pesos (nueve millones novecientos tres mil doscientos setenta y tres pesos 74/100 M.N.), por concepto de la adquisición de armamento y municiones, adquiridos con recursos el fondo.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,721,Cumplimiento de las Disposiciones Establecidas en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios,-,-,Gobierno del Estado de Colima,Solicitud de Aclaración,2020-A-06000-19-0721-03-001,-,"Para que el Gobierno del Estado de Colima aclare y proporcione la documentación adicional justificativa y comprobatoria de 2,193,225.37 pesos (dos millones ciento noventa y tres mil doscientos veinticinco pesos 37/100 M.N.), por concepto de no haber realizado la aportación al fideicomiso público de recursos para atender a la población afectada y los daños causados a la infraestructura pública estatal ocasionados por la ocurrencia de desastres naturales que corresponden al 10% conforme a la normativa, para el ejercicio fiscal 2020.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,721,Cumplimiento de las Disposiciones Establecidas en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios,-,-,Gobierno del Estado de Colima,Solicitud de Aclaración,2020-A-06000-19-0721-03-002,-,"Para que el Gobierno del Estado de Colima aclare y proporcione la documentación adicional justificativa y comprobatoria de 44,418,875.19 pesos (cuarenta y cuatro millones cuatrocientos dieciocho mil ochocientos setenta y cinco pesos 19/100 M.N.), por concepto de la falta de comprobación del destino de la transferencia al Instituto de Salud para el Bienestar con los ingresos excedentes de libre disposición del ejercicio fiscal 2020.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,722,Distribución de las Participaciones Federales,"1,557,284.80","1,557,284.80",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,723,Distribución de los Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"524,940.90","524,940.90",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,724,Distribución de los Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"288,915.20","288,915.20",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,725,Escuelas al CIEN,"34,923.60","34,155.70",Gobierno del Estado de Colima,Recomendación,2020-A-06000-19-0725-01-001,-,"Para que el Gobierno del Estado de Colima elabore un programa de trabajo con responsables y fechas perentorias dirigido a agilizar los procesos de contratación, ejecución de obra, integración de expedientes, así como los trámites para la solicitud y pago de los recursos disponibles en el Fideicomiso Irrevocable de Administración y Distribución de Recursos No. 2242 del Banco Nacional de Obras y Servicios Públicos, S. N. C., a fin de garantizar el ejercicio de los recursos en los objetivos del programa; asimismo, que se informe de manera trimestral, a la Contraloría General del Estado de Colima, sobre los avances en la aplicación de dichos recursos.",En seguimiento,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,727,Expansión de la Educación Inicial,"61,131.20","56,449.10",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,732,Recursos del Fondo de Aportaciones Múltiples,"212,863.00","149,106.80",Gobierno del Estado de Colima,Recomendación,2020-A-06000-19-0732-01-001,-,"Para que el Gobierno del Estado de Colima elabore un programa de ejecución de obras y adquisiciones para la aplicación de los recursos disponibles, al 31 de diciembre de 2020, de los remanentes del Fondo de Aportaciones Múltiples, con objeto de garantizar el ejercicio de los recursos en los objetivos del fondo; asimismo, que informe de manera trimestral, a la Contraloría General del Estado de Colima, los avances en la aplicación de dichos remanentes.Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,734,Recursos del Fondo de Aportaciones para la Educación Tecnológica y de Adultos,"85,964.80","78,373.20",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,738,Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica,-,-,Gobierno del Estado de Colima,Recomendación,2020-A-06000-19-0738-01-001,-,"Para que el Gobierno del Estado de Colima, en coordinación con los Organismos Descentralizados Estatales, realice las gestiones correspondientes con la Secretaría de Educación Pública, a efecto de conciliar, actualizar y validar la información e importes de los recursos aportados al programa Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica, con el objeto de garantizar la congruencia de la información reportada.Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Colima,Colima,De Cumplimiento,738,Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica,-,-,Gobierno del Estado de Colima,Recomendación,2020-A-06000-19-0738-01-002,-,"Para que el Gobierno del Estado de Colima implemente mecanismos para recopilar y resguardar oportunamente la documentación de las notificaciones de las cuentas bancarias, a las cuales transfirió las aportaciones federales y estatales correspondientes a los Organismos Descentralizados Estatales, a fin de garantizar la debida integración de la documentación y control de las cuentas bancarias a las que se transfirieren los recursos del programa Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica.

Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,Combinada de Cumplimiento y Desempeño,762,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"203,083.60","160,018.40",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,747,Cumplimiento de las Disposiciones Establecidas en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios,-,-,Gobierno del Estado de Durango,Solicitud de Aclaración,2020-A-10000-19-0747-03-001,-,"Para que el Gobierno del Estado de Durango aclare y proporcione la documentación adicional justificativa y comprobatoria de 52,786,307.94 pesos (cincuenta y dos millones setecientos ochenta y seis mil trescientos siete pesos 94/100 M.N.), por concepto de incremento injustificado en el monto pagado de servicios personales.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,748,Distribución de las Participaciones Federales,"2,974,504.10","2,974,504.10",Gobierno del Estado de Durango,Pliego de Observaciones,2020-A-10000-19-0748-06-002,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública por un monto de 23,441,592.99 pesos (veintitrés millones cuatrocientos cuarenta y un mil quinientos noventa y dos pesos 99/100 M.N.), de rendimientos financieros por el retraso en el pago, a los municipios, de los remanentes de las participaciones federales que se generaron por la retención de las deducciones y por la cancelación de un contrato que dejó de pagarse al tercero correspondiente, en incumplimiento de la Ley de Coordinación Fiscal, artículo 6, y de la Ley para la Administración y Vigilancia del Sistema de Participaciones y la Colaboración Administrativa en Materia Fiscal Estatal, artículo 9.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,748,Distribución de las Participaciones Federales,"2,974,504.10","2,974,504.10",Gobierno del Estado de Durango,Pliego de Observaciones,2020-A-10000-19-0748-06-001,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública por un monto de 7,679,704.25 pesos (siete millones seiscientos setenta y nueve mil setecientos cuatro pesos 25/100 M.N.), de rendimientos financieros por el retraso en la ministración de los recursos de las participaciones federales a las cuentas bancarias de los municipios, en incumplimiento de la Ley de Coordinación Fiscal, artículo 6, y de la Ley para la Administración y Vigilancia del Sistema de Participaciones y la Colaboración Administrativa en Materia Fiscal Estatal, artículo 9.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,748,Distribución de las Participaciones Federales,"2,974,504.10","2,974,504.10",Gobierno del Estado de Durango,Solicitud de Aclaración,2020-A-10000-19-0748-03-001,-,"Para que el Gobierno del Estado de Durango aclare y proporcione la documentación adicional justificativa y comprobatoria de 128,961,284.62 pesos (ciento veintiocho millones novecientos sesenta y un mil doscientos ochenta y cuatro pesos 62/100 M.N.), por concepto de las deducciones aplicadas a las participaciones federales de los municipios, para las cuales no se acreditó el pago a los terceros correspondientes o su devolución a los municipios.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,749,Distribución de los Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"1,245,708.00","1,245,708.00",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,750,Distribución de los Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"966,925.00","966,925.00",Gobierno del Estado de Durango,Recomendación,2020-A-10000-19-0750-01-001,-,"Para que el Gobierno del Estado de Durango instruya a quien corresponda y se realicen las acciones necesarias, a efecto de atender las áreas de mejora identificadas en los procesos de transferencia a los municipios, su control y la transparencia del FISMDF, con objeto de su fortalecimiento.",En seguimiento,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,751,Escuelas al CIEN,"45,220.40","39,068.00",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,753,Expansión de la Educación Inicial,"80,476.50","69,559.60",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,758,Recursos del Fondo de Aportaciones Múltiples,"444,516.10","320,857.90",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,760,Recursos del Fondo de Aportaciones para la Educación Tecnológica y de Adultos,"116,459.90","100,593.50",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,764,Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica,-,-,Gobierno del Estado de Durango,Recomendación,2020-A-10000-19-0764-01-001,-,"Para que el Gobierno del Estado de Durango, en coordinación con los Organismos Descentralizados Estatales, realice las gestiones correspondientes con la Secretaría de Educación Pública, a efecto de conciliar, actualizar y validar la información e importes de los recursos aportados al programa Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica, con el objetivo de garantizar la congruencia de la información reportada.Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Durango,Durango,De Cumplimiento,764,Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica,-,-,Gobierno del Estado de Durango,Recomendación,2020-A-10000-19-0764-01-002,-,"Para que el Gobierno del Estado de Durango implemente mecanismos para recopilar y resguardar la documentación de las notificaciones de las cuentas bancarias, correspondientes a los Organismos Descentralizados Estatales, a fin de garantizar la debida integración de la documentación y control de los recursos del programa Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica.Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,Combinada de Cumplimiento y Desempeño,835,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"257,701.60","143,469.40",Gobierno del Estado de Guanajuato,Recomendación,2020-A-11000-21-0835-01-001,-,"Para que el Gobierno del Estado de Guanajuato proporcione la documentación e información que evidencie las mejoras realizadas y las acciones emprendidas a efecto de atender las debilidades e insuficiencias determinadas en la evaluación del control interno, a fin de fortalecer los procesos de operación, manejo y aplicación de los recursos y apoyar el logro adecuado de sus objetivosLos términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,819,Cumplimiento de las Disposiciones Establecidas en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios,-,-,-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,820,Distribución de las Participaciones Federales,"9,117,421.00","9,117,421.00",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,821,Distribución de los Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"4,074,582.50","4,074,582.50",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,822,Distribución de los Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"2,520,482.70","2,520,482.70",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,823,Escuelas al CIEN,"367,991.40","273,490.20",Gobierno del Estado de Guanajuato,Recomendación,2020-A-11000-19-0823-01-001,-,"Para que el Gobierno del Estado de Guanajuato elabore un programa para el ejercicio de los recursos disponibles del programa Escuelas al CIEN al 31 de diciembre de 2020, con el propósito de fortalecer los procesos de operación, manejo y aplicación de los recursos, a fin de garantizar la aplicación en los objetivos del programa; asimismo, para que se informe de manera trimestral, a la Secretaría de la Transparencia y Rendición de Cuentas del Estado de Guanajuato, sobre los avances en la aplicación de dichos recursos.",En seguimiento,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,823,Escuelas al CIEN,"367,991.40","273,490.20",Gobierno del Estado de Guanajuato,Recomendación,2020-A-11000-19-0823-01-002,-,"Para que el Gobierno del Estado de Guanajuato elabore un programa de trabajo con responsables y fechas perentorias para agilizar los procesos de contratación, ejecución de obra, integración de expedientes, así como los trámites para la solicitud y pago de los recursos disponibles en el Fideicomiso Irrevocable de Administración y Distribución de Recursos No. 2242, del Banco Nacional de Obras y Servicios Públicos, S.N.C., a fin de garantizar el ejercicio de los recursos en los objetivos del programa; asimismo, para que se informe de manera trimestral, a la Secretaría de la Transparencia y Rendición de Cuentas del Estado de Guanajuato, sobre los avances en la aplicación de dichos recursos.",En seguimiento,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,825,Expansión de la Educación Inicial,"6,683.70","6,683.70",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,827,Fondo Metropolitano,"240,907.80","111,138.10",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,831,Recursos del Fondo de Aportaciones Múltiples,"939,588.90","701,293.10",Gobierno del Estado de Guanajuato,Recomendación,2020-A-11000-19-0831-01-002,-,"Para que el Gobierno del Estado de Guanajuato lleve a cabo las acciones de coordinación necesarias con la Secretaría de Hacienda y Crédito Público y con el Consejo Nacional de Evaluación de la Política de Desarrollo Social, a efecto de que se establezcan los mecanismos para que las evaluaciones, realizadas por estas instituciones, a los fondos y programas financiados con el gasto federalizado, sean congruentes y mejoren los resultados, a fin de coadyuvar en el fortalecimiento de los programas federales ejecutados.Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,831,Recursos del Fondo de Aportaciones Múltiples,"939,588.90","701,293.10",Gobierno del Estado de Guanajuato,Recomendación,2020-A-11000-19-0831-01-001,-,"Para que el Gobierno del Estado de Guanajuato elabore un programa de ejecución de obras y adquisiciones para la aplicación de los recursos disponibles, al 31 de diciembre de 2020, de los remanentes del Fondo de Aportaciones Múltiples, con objeto de garantizar el ejercicio de los recursos en los objetivos del fondo.Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,833,Recursos del Fondo de Aportaciones para la Educación Tecnológica y de Adultos,"401,441.20","376,449.70",-,-,-,-,-,-,1,0
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,840,Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica,-,-,Gobierno del Estado de Guanajuato,Recomendación,2020-A-11000-19-0840-01-002,-,"Para que el Gobierno del Estado de Guanajuato implemente mecanismos para recopilar y resguardar la documentación de las notificaciones de las cuentas bancarias de Educación Media Superior, a fin de garantizar la debida integración de la documentación relacionada con los recursos del programa Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica.Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guanajuato,Guanajuato,De Cumplimiento,840,Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica,-,-,Gobierno del Estado de Guanajuato,Recomendación,2020-A-11000-19-0840-01-001,-,"Para que el Gobierno del Estado de Guanajuato, en coordinación con los Organismos Descentralizados Estatales, realice las gestiones correspondientes con la Secretaría de Educación Pública, a efecto de conciliar, actualizar y validar la información y los importes de los recursos aportados al programa Transferencia de Recursos de los Subsidios para Organismos Descentralizados Estatales de Educación Media Superior y Superior en su Vertiente Tecnológica y Politécnica, con objeto de garantizar la congruencia de la información reportada.

Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guerrero,Guerrero,Combinada de Cumplimiento y Desempeño,871,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"212,375.40","129,448.50",Gobierno del Estado de Guerrero,Promoción de Responsabilidad Administrativa Sancionatoria,2020-B-12000-21-0871-16-003,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que la Dirección General de Investigación adscrita a la Auditoría Especial de Seguimiento, Informes e Investigación de la Auditoría Superior de la Federación realice las investigaciones pertinentes para esclarecer los hechos, y en su caso, determine la presunta responsabilidad administrativa correspondiente por las irregularidades de los servidores públicos que, en su gestión, no revisaron que el proveedor al que se le adjudicó el contrato número SAATyDH/LPN/010/001/2020, relativo a la adquisición de vehículos y equipo de transporte no disponía del capital contable suficiente para cumplir con la entrega de los bienes objeto del contrato, toda vez que en el apartado del Estado de Posición Financiera, en la suma de capital contable reflejó una cantidad negativa, por lo que la propuesta del proveedor no fue solvente y era susceptible de la disolución de la sociedad mercantil, y además, el proveedor no disponía de la experiencia suficiente para realizar las operaciones, ya que la fecha de inicio de la actividad económica en la Constancia de Situación Fiscal fue el 15 de julio de 2020, y el acta de presentación y apertura de propuestas técnicas y económicas se celebró el mismo día; adicionalmente, el proveedor presentó para el concurso número ICPTM-010-017-2020, relativo al arrendamiento de equipo de transporte, otra Declaración Anual Normal del Ejercicio 2019 con número de operación 200030516805 presentada al Servicio de Administración Tributaria el 31 de julio de 2020 con datos y cifras distintos de los datos de la declaración anterior y, además, los datos y cifras contenidos en la Declaración Anual Normal del Ejercicio 2019 con número de operación 200040098345 presentada al Servicio de Administración Tributaria el 31 de marzo de 2020 coinciden con los datos de la Declaración Anual del Ejercicio 2019 con número de operación 200040097511 presentada por otro proveedor que participó en los procedimientos números LPN-010-009-2020 y LPN-010-010-2020, relativos a la adquisición de vestuarios y uniformes para la Secretaría de Seguridad Pública del Estado de Guerrero y adquisición de vestuarios y uniformes para custodios penitenciarios, respectivamente, en incumplimiento de la Ley General de Sociedades Mercantiles, artículo 229, fracción V; de la Ley Número 230 de Adquisiciones, Enajenaciones, Arrendamientos, Prestación de Servicios y Administración de Bienes Muebles e Inmuebles del Estado de Guerrero, artículos 22, 39, 42, fracciones III y IX, y 53, fracciones VII y X; del Reglamento de la Ley Número 230 de Adquisiciones, Enajenaciones, Arrendamientos, Prestación de Servicios y Administración de Bienes Muebles e Inmuebles del Estado de Guerrero, artículos 27, fracciones I y III, y 49; del Contrato de compraventa a precio unitario y tiempo determinado número SAATyDH/LPN/010/001/2020, Declaración II.1, y de las Bases de la Licitación Pública Nacional número LPN-010-001-2020, numerales 6.1, subnumerales 6 y 27, y 10.1.",No Notificado,1,1
2020,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Guerrero,Guerrero,Combinada de Cumplimiento y Desempeño,871,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"212,375.40","129,448.50",Gobierno del Estado de Guerrero,Promoción de Responsabilidad Administrativa Sancionatoria,2020-B-12000-21-0871-16-002,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que la Dirección General de Investigación adscrita a la Auditoría Especial de Seguimiento, Informes e Investigación de la Auditoría Superior de la Federación realice las investigaciones pertinentes para esclarecer los hechos, y en su caso, determine la presunta responsabilidad administrativa correspondiente por las irregularidades de los servidores públicos que, en su gestión, no revisaron que el proveedor al que se le adjudicó el contrato, para la adquisición de vestuarios y uniformes para la Secretaría de Seguridad Pública del Estado de Guerrero y de vestuarios y uniformes para custodios penitenciarios, correspondientes a los contratos números SAATyDH/LPN/010/009/2020 y SAATyDH/LPN/010/010/2020 cumplía con los criterios de economía, eficiencia, eficacia, imparcialidad y honradez que aseguran las mejores condiciones para el Estado, debido a que en la Declaración Anual del Ejercicio 2019 presentada al Servicio de Administración Tributaria el 27 de abril de 2020, en el apartado de Ingresos por Actividad Empresarial y Servicios Profesionales reflejó un importe de cero pesos; en el apartado de Estado de Posición Financiera, un activo, pasivo y capital en importes menores y el apartado Determinación del Impuesto se encontró en ceros; además, no se aseguraron de que el proveedor disponía de la experiencia suficiente para realizar las operaciones, ya que la fecha de inicio de la actividad económica en la Constancia de Situación Fiscal fue del 8 de junio de 2020, y el acta de presentación y apertura de propuestas técnicas y económicas para ambos procesos se celebró el 28 de agosto de 2020, en incumplimiento de la Ley Número 230 de Adquisiciones, Enajenaciones, Arrendamientos, Prestación de Servicios y Administración de Bienes Muebles e Inmuebles del Estado de Guerrero, artículos 22, 39, 42, fracciones III y IX, y 53, fracciones VII y X; del Reglamento de la Ley Número 230 de Adquisiciones, Enajenaciones, Arrendamientos, Prestación de Servicios y Administración de Bienes Muebles e Inmuebles del Estado de Guerrero, artículos 27, fracciones I y III, y 49; de los Contratos de compraventa a precio unitario y tiempo determinado números SAATyDH/LPN/010/009/2020 y SAATyDH/LPN/010/010/2020, Declaración II.1, y de las Bases de las Licitaciones Públicas Nacionales números LPN-010-009-2020 y LPN-010-010-2020, numerales 6.1, subnumerales 6 y 26, y 10.1.",No Notificado,1,1
